smo_id,name,X,searchterm,X.1,X.2,X.3,andterm,X.4,X.5,notterm,X.6,searchterm.1,searchterm.2,yearstart,pub,dtype,an,stype,id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,dupe,,,,,19-20,orig_sort,include
38,American Society for the Prevention of Cruelty to Animals,"""",A.S.P.C.A.,"""",+,"AND+""",,"""+","NOT+(""",,""")","""A.S.P.C.A.""+AND+""""+NOT+("""")","""A.S.P.C.A.""",0,"""New York Times""+OR+""Los Angeles Times""+OR+""Washington Post""+OR+""Wall Street Journal""","""Article""+OR+""Front Page""+OR+""Letter To The Editor""+OR+""Editorial""+OR+""Obituary""",0-1999,"""Magazine""",1,A.S.P.C.A.,American Society for the Prevention of Cruelty to Animals,ASPCA,,,,,,,,,,,,,,,,,,,,,,0,"""",+OR+,"""A.S.P.C.A.""+OR+""American Society for the Prevention of Cruelty to Animals""+OR+""ASPCA""+OR+""""+OR+""""+OR+""""+OR+""""+OR+""""+OR+""""+OR+""""+OR+""""+OR+""""+OR+""""+OR+""""+OR+""""+OR+""""+OR+""""+OR+""""+OR+""""+OR+""""+OR+""""+OR+""""+OR+""""+OR+""""","""A.S.P.C.A.""+OR+""American Society for the Prevention of Cruelty to Animals""+OR+""ASPCA""",1976-1977,37,1
